texto,calificacion,lugar,categoria,fuente
"El buen rollo y la tranquilidad que se percibía en ese hotel. Está situado a mitad camino en la carretera y es cómodo sino para desplazarse incluso andando porque tiene restaurantes buenos alrededor. A un camino corto del volcán y las termas. La recepción fue súper divertida. Llegamos cansados y la persona que nos atendio, nos recibió con muchísima alegría y se notaba su intención de ahcermls sentir cómodos. Hasta nos bailó cantando una canción! Las habitaciones no son del todo modernas. Muy tradicionales pero espaciosas.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Excelente instalaciones, habitación amplia, camas muy cómodas el baño es excepcional cómodo amplio y moderno. Los jardines muy bien cuidados, suficientes implementos de aseo toalla y jabón. Piscina y área de juegos muy bien y el premio el jacuzzi.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Es un hotel precioso, tiene vista directa al Volcán Arenal, sus habitaciones tienen estilo como de cabaña con una entrada que ofrece cierto sentido de privacidad. Tiene mucha área verde, con plantas hermosas, un jardín muy cuidado y que permite el avistamiento de especies animales propias del país. Las habitaciones son muy bonitas, el baños también, se encuentra todo muy limpio y su personal es de lo más agradable, resuelven dudas, son muy amigables. Cuenta con área de té, en donde los huéspedes pueden sentarse jugar juegos me mesa o platicar mientras toman café o té, cortesía del hotel. Cuenta con alberca y tina de hidromasaje, también con un área para descansar y jugar. No le cambiaría nada, es perfecto :)",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nos ha gustado todo, las instalaciones impresionantes, las vistas aunque no tuvimos suerte por estar el volcán cubierto son espectaculares, la habitación preciosa y espaciosa. La posibilidad de pagar con tarjeta y que no se informa ni por parte del alojamiento ni Booking que la moneda para pagar tiene que ser o Colones o Dolares, no se aceptan Euros",5,Hotel Roca Negra del Arenal,alojamiento,booking
Maravilloso jardín repleto de colibrís y aves de colores. Buena atención por parte de Eugenia y Elisabeth. Fueron muy amables y nos facilitaron mucho la estancia. Muy recomendable,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Una localización espectacular, con unas vistas al volcán inmejorable. Habitaciones tipo casitas individuales con terraza individual. No habia opción de desayuno porque estaban de vaciones. Como al alternativa cafe ( sin leche) y té para autoservicio.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Cómoda habitación con aire acondicionado, muy lindo Se notaba un poco forzado la disponibilidad de la señorita de recepción",5,Hotel Roca Negra del Arenal,alojamiento,booking
El mejor alojamiento en el que me he quedado en Costa Rica. El wifi de la piscina no funcionaba muy bien.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Los alrededores de la casita de madera que nos dieron. La privacidad y las vistas al volcán . Habitación amplia y bonita con porche privado.
La atención de María Eugenia un 10, nos hizo sentir cómodos y como en casa. Que no se pueda pagar con tarjeta y sólo sea en efectivo. Lo bueno es q nos facilito como resolverlo.",5,Hotel Roca Negra del Arenal,alojamiento,booking
La amabilidad del personal y lo bien cuidado que tenían todo. Nada. Todo estaba perfecto,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Las habitaciones eran grandes, cómodas, limpias y con unas vistas estupendas. El resto de instalaciones también fueron buenas sobre todo la piscina y el jacuzzi. Pero lo que cabe destacar es la atención de Eugenia que hizo que la estancia mejorara más si cabe.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La atención por parte de Doña Eugenia fue excelente. Las instalaciones estan muy bonitas. La calidad relación precio es muy buena y el lugar está muy cerca del centro y de otras termales.
A pesar que el lugar no cuenta con termales, tiene una piscina muy bonita y un área de juegos Super linda con mesa billar y con ping pong. La habitación era muy grande, estaba limpia y el baño estaba muy bonito y ampio. Nada. Todo excelente.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La ubicación del alojamiento es estupenda, muy cerca de todos los servicios del pueblo y con vistas al volcán. El hotel es simplemente inmejorable, increíbles instalaciones y habitaciones muy amplias, limpias y cómodas. El servicio del personal es muy cercano y amable, estuvimos conversando y nos contaban curiosidades sobre el país y la zona. Nos ofrecieron el baño en el jacuzzi para relajarnos y fue alucinante.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Un lugar acogedor, tranquilo y excelente para descansar",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nos gusto todo. Nos ofrecieron otro alojamiento de categoría superior porque en el nuestro quizá notaríamos demasiado ruido de las casas cercanas.
El personal muy amable. 
Para tardes lluviosas viene muy bien el espacio conjunto con billar, Ping pong, etc.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Me encantó el hotel, supero mis expectativas. La habitación muy cómoda y linda y el establecimiento en general, hermoso. El personal de 10, particularmente Eugenia que me ayudó en todo lo que necesité",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Muy buen servicio y buena ubicación Hay pocas facilidades en las instalaciones,  sin embargo la relación  con respecto al precio  está  bastante  bien.  Recomendación, cambiar el proveedores de televisión ya que la oferta de canales es muy limitada.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Las instalaciones y la limpieza,5,Hotel Roca Negra del Arenal,alojamiento,booking
El lugar tiene muchos espacios comunes y zonas verdes hermosas 😍 Todo estuvo perfecto,5,Hotel Roca Negra del Arenal,alojamiento,booking
El jardín es hermoso.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Está cerca a todo, desde la habitación se puede ver el volcán y todo está rodeado de naturaleza y animales hermoso. Un lugar donde me encantaría volver con mis padres. Gracias Eugenia por hacer nuestra estancia Tan especial!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La ubicación muy buena, cerca del Parque Nacional, en lugar tranquilo para poder descansar pero con muchos restaurantes cerca. 
La habitación espectacular, muy grande, nueva, con vistas increíbles al volcan Arenal. Además el WiFi funcionaba muy bien en todo el hotel.  
Las zonas comunes muy buenas. 
La persona de recepción encantadora y muy simpática, nos atendió genial. Nada! Fue todo genial.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Nos gustó todo y especialmente el trato excepcional  de Elisabeth, estaba en cada momento y nos hizo muy buenas recomendaciones. Nada",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Es perfecto, la intimidad de cada apartamento, la limpieza, cama increíble, la piscina, rodeados de naturaleza. El trato es super amable en todo momento. Y buena relación calidad precio. Super recomendable.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"La piscina , la ubicación o lo bien que estaba cuidado el recinto. Nada",5,Hotel Roca Negra del Arenal,alojamiento,booking
"- El trato de Elizabeth fue estupendo. Nos recomendó muchas cosas con muy buen criterio, y ha dado un plus a nuestra estancia

-sala de juegos piscina y jacuzzi

- la cama y almohadas 

- la ducha

- el porche privado",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Ernesto el propietario, fue sumamente amable y nos atendio fenomenal.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Nos encantó el lugar y las instalaciones. Con una ubicación perfecta y el personal muy amable. La nevera no estaba operativa.,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Las habitaciones son bonitas, grandes y limpias. Tiene una ubicación muy buena y la piscina es agradable. Le falta un bar para poder tomar algún cocktail o refresco. Todo hay que pagarlo en cash lo que obliga a llevar mucho efectivo encima.",5,Hotel Roca Negra del Arenal,alojamiento,booking
Habitaciones muy limpias y camas muy cómodas,5,Hotel Roca Negra del Arenal,alojamiento,booking
"La habitacion estaba bien, la cama era enorme!! y super comoda, la nevera funcionaba perfectamente y el baño genial tambien. Con una terracita en la entrada, perfecta con vistar al volcan!! el lugar perfecto. El precio, un poco caro, para que no entrara desayuno, y la habitacion en si, es muy pequeña, no habia casi hueco para poner las maletas. Otro punto negativo que hay que tener en cuenta, es que hay que pagar en efectivo al llegar alli, en colones o dolares...y el cambio a colones no es muy bueno. (lo especifican)",5,Hotel Roca Negra del Arenal,alojamiento,booking
El hotel tiene excelente ubicación. Falta de comunicación en lo que me indicaba booking y lo que me indicaron en el hotel. Seguí las instrucciones de booking y el personal me indicó que lo enviado por booking no era correcto. Personal no cumplió las expectativas de atención esperado. Un cuarto se mojaba se le indicó y no hicieron nada al respecto.,3,Hotel Roca Negra del Arenal,alojamiento,booking
El precio de booking no fue el que me pidieron abonar al llegar.,1,Hotel Roca Negra del Arenal,alojamiento,booking
"La ubicación es muy estratégica El aire acondicionado de la habitación no enfriaba bien, y la recepcionista era muy tediosa",3,Hotel Roca Negra del Arenal,alojamiento,booking
No había tv,4,Hotel Roca Negra del Arenal,alojamiento,booking
"El lugar con aves de diferentes especies, la pileta aunque la usamos poco. no tiene desayuno incluido y debe ser pago en efectivo como tambien la estadia, una noche nos invadieron gran cantidad de hormigas en la cama donde tuvimos que bañarnos y lavar la ropa, no nos cambiaron de habitacion para darnos tranquilidad.",3,Hotel Roca Negra del Arenal,alojamiento,booking
La ubicación sin duda es excelente.,4,Hotel Roca Negra del Arenal,alojamiento,booking
El paisaje solamente La linpiesa alberca niel desayuno,3,Hotel Roca Negra del Arenal,alojamiento,booking
La piscina del hotel estaba muy bien y el hotel quedaba relativamente cerca del centro del pueblo. El lavabo era pequeño y con poca luz.,4,Hotel Roca Negra del Arenal,alojamiento,booking
"Lots to keep the kids entertained, with the swimming pool and jacuzzi area, pool table and table tennis. Had a lovely stay, thanks team Nothing",5,Hotel Roca Negra del Arenal,alojamiento,booking
"A real gem! We stayed in a large king size room with a wonderful porch, complete with rocking chairs and a hammock, overlooking the beautiful gardens. The pool area was perfect at the end of the day and our teenagers loved the games area. A really wonderful experience. Nothing!",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Breakfast was great, really good.  Reception staff friendly and welcoming.  Very good value for money.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Free coffee, privacy of room, ac and bathroom The turf was kinda gross",5,Hotel Roca Negra del Arenal,alojamiento,booking
"Clean room, great view of the volcano from the room. Overall the breakfast was good but could be better.",5,Hotel Roca Negra del Arenal,alojamiento,booking
"The view of Arenal Volcano from our room was amazing. We loved watching the hummingbirds in the garden, and the entire property was beautifully maintained and thoughtfully organized to make our stay comfortable. We enjoyed the ping-pong table, pool table, and the complimentary coffee and tea in the common area. The staff were exceptionally friendly, and our daughter especially loved visiting the mini farm on the hotel grounds. The hotel is also conveniently located near many attractions, restaurants, and tour departure points. The jacuzzi wasn't quite warm enough for my taste, although my 9-year-old daughter actually preferred the temperature. The resident peacocks could be a bit noisy from time to time.",5,Hotel Roca Negra del Arenal,alojamiento,booking
This is a great spot just outside the main strip in La Fortuna. We loved the lush gardens and the walking paths on the hotel grounds. You can tell a lot of thought went into designing this place. The staff was exceptionally helpful. We also loved the various animals that live on the property. The pool was great for an afternoon swim. You can book excursions through the front desk. Great view of the volcano on a clear day. The property is very secure. We loved sitting on the porch of our cabana and watching the afternoon rain. Easy walk to everything in La Fortuna. The breakfast severed at the hotel is great and Red Frog Coffee just down the street is another great breakfast option.,5,Hotel Roca Negra del Arenal,alojamiento,booking
Great location. Great staff and customer service!,5,Hotel Roca Negra del Arenal,alojamiento,booking
"Everything . the receptionist the best . she guided us through our stay .  Location super convenient to all the best parks and attractions . next to this property best place for souvenirs ""highly recommended it .. I forget to mention breakfast delicious and fresh and super clean every where you go inside to the property . i love MAFALDA by the pool its adorable . Definitely we will back with family i like everything about it , i can suggest to offer some snacks (Sandwich, empanadas ) if you are coming late at night. it will be tactfully",5,Hotel Roca Negra del Arenal,alojamiento,booking
"This beautiful boutique hotel is a living paradise..   The gardens are magnificent.   Lucha, dense, well thought out, well maintained.  The room is spacious (cabin) very clean.",5,Hotel Roca Negra del Arenal,alojamiento,booking
